Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-05-19,24.672841942368244,25.17957878112793,24.51557878551179,25.17957878112793,50200,0.0,0.0,0.0
1993-05-20,25.179590247659124,25.249485015869144,25.12716917150161,25.24948501586914,98200,0.0,0.0,0.0
1993-05-21,25.266937929824742,25.30188528519103,25.0048327645776,25.022306442260742,221400,0.0,0.0,0.0
1993-05-24,25.074749483684172,25.214539027844086,25.074749483684172,25.12717056274414,30500,0.0,0.0,0.0
1993-05-25,25.231999833413415,25.231999833413415,25.17957878112793,25.17957878112793,191800,0.0,0.0,0.0
1993-05-26,25.249482260083724,25.511587612264524,25.232008569938337,25.49411392211914,102400,0.0,0.0,0.0
1993-05-27,25.529065576839315,25.529065576839315,25.371802339199647,25.406749725341797,53800,0.0,0.0,0.0
1993-05-28,25.389256368609402,25.389256368609402,25.16209853461634,25.284414291381836,79100,0.0,0.0,0.0
1993-06-01,25.37179526264418,25.616426897407965,25.336847886249352,25.5290584564209,28300,0.0,0.0,0.0
1993-06-02,25.459166541828367,25.58148237284607,25.354324400956045,25.49411392211914,20300,0.0,0.0,0.0
1993-06-03,25.441697111483943,25.441697111483943,25.354328646128575,25.406749725341797,21600,0.0,0.0,0.0
1993-06-04,25.336840137931873,25.336840137931873,25.21452435795565,25.319366455078125,32000,0.0,0.0,0.0
1993-06-07,25.371793662412014,25.371793662412014,25.232004165649414,25.232004165649414,121400,0.0,0.0,0.0
1993-06-08,25.162102081490765,25.162102081490765,25.004838943481445,25.004838943481445,104500,0.0,0.0,0.0
1993-06-09,25.092208862304684,25.19705096061515,25.057261496201196,25.092208862304688,43300,0.0,0.0,0.0
1993-06-10,25.074755669303794,25.127176761295367,25.02233457731222,25.109703063964844,17900,0.0,0.0,0.0
1993-06-11,25.19707059959364,25.249491689606664,25.1097021162386,25.21454429626465,647400,0.0,0.0,0.0
1993-06-14,25.249473517508576,25.266947201603738,25.17957878112793,25.17957878112793,64200,0.0,0.0,0.0
1993-06-15,25.214539027844086,25.232012720864073,25.12717056274414,25.12717056274414,142400,0.0,0.0,0.0
1993-06-16,25.127157728842448,25.17957878112793,25.0572629924618,25.17957878112793,330900,0.0,0.0,0.0
1993-06-17,25.232016567372682,25.266963958740234,25.179595480321353,25.266963958740234,37400,0.0,0.0,0.0
1993-06-18,25.25245073806034,25.25245073806034,25.05887794494629,25.05887794494629,58500,0.318,0.0,0.0
1993-06-21,25.129263248991617,25.129263248991617,25.076470679140794,25.111665725708008,29300,0.0,0.0,0.0
1993-06-22,25.146873808040674,25.146873808040674,25.094081210822953,25.129276275634766,137500,0.0,0.0,0.0
1993-06-23,25.12926525749503,25.12926525749503,24.900497436523438,24.900497436523438,227600,0.0,0.0,0.0
1993-06-24,24.970881402243133,25.234844207763672,24.970881402243133,25.234844207763672,243700,0.0,0.0,0.0
1993-06-25,25.217262268066406,25.287652393029607,25.199664736825607,25.217262268066406,44800,0.0,0.0,0.0
1993-06-28,25.34044538225446,25.49882316589355,25.305250319223553,25.498823165893555,439900,0.0,0.0,0.0
1993-06-29,25.463615130452276,25.463615130452276,25.340432472599364,25.375627517700195,207500,0.0,0.0,0.0
1993-06-30,25.410822562801027,25.463615130452276,25.340432472599364,25.375627517700195,437600,0.0,0.0,0.0
1993-07-01,25.410839186921734,25.410839186921734,25.270058914418012,25.305253982543945,605700,0.0,0.0,0.0
1993-07-02,25.217249888973633,25.23484741157585,25.076469708155916,25.164457321166992,285400,0.0,0.0,0.0
1993-07-06,25.12926525749503,25.19965535625552,24.865302387143192,24.900497436523438,246400,0.0,0.0,0.0
1993-07-07,24.882906214127328,25.006088918157662,24.882906214127328,24.97089385986328,343700,0.0,0.0,0.0
1993-07-08,24.98848237891646,25.305237789353427,24.95328733331235,25.252445220947266,248200,0.0,0.0,0.0
1993-07-09,25.252449633430654,25.322839736938477,25.19965705579979,25.322839736938477,378200,0.0,0.0,0.0
1993-07-12,25.287656448480977,25.32285151660691,25.252461380355047,25.305253982543945,373700,0.0,0.0,0.0
1993-07-13,25.322851852650597,25.393241989836564,25.14687650968569,25.287656784057617,389600,0.0,0.0,0.0
1993-07-14,25.30523742749853,25.446017607901858,25.287639904948115,25.375627517700195,617300,0.0,0.0,0.0
1993-07-15,25.35803386029427,25.35803386029427,25.217253658432817,25.27004623413086,443800,0.0,0.0,0.0
1993-07-16,25.287639328887344,25.30523685103688,25.164456673840572,25.19965171813965,216400,0.0,0.0,0.0
1993-07-19,25.199657768073575,25.199657768073575,25.11167013620181,25.18206024169922,188200,0.0,0.0,0.0
1993-07-20,25.164457606937,25.252445220947266,25.04127494732262,25.252445220947266,68500,0.0,0.0,0.0
1993-07-21,25.217246687395637,25.234844207763672,25.146856605923492,25.234844207763672,142700,0.0,0.0,0.0
1993-07-22,25.199658158120144,25.234853211413608,25.05887794494629,25.05887794494629,632400,0.0,0.0,0.0
1993-07-23,25.11167013620181,25.182060241699222,25.094072609827457,25.18206024169922,286200,0.0,0.0,0.0
1993-07-26,25.252449633430654,25.37563231456934,25.252449633430654,25.322839736938477,121300,0.0,0.0,0.0
1993-07-27,25.340449050669875,25.35804658473284,25.217266312229118,25.305253982543945,92800,0.0,0.0,0.0
1993-07-28,25.252445220947266,25.305237789353427,25.21725017534316,25.252445220947266,30800,0.0,0.0,0.0
1993-07-29,25.30524090603665,25.4636186307615,25.270045856097795,25.39322853088379,331000,0.0,0.0,0.0
1993-07-30,25.393225403363697,25.393225403363697,25.21725017534316,25.252445220947266,75300,0.0,0.0,0.0
1993-08-02,25.287644685184567,25.41082736632325,25.287644685184567,25.322839736938477,41300,0.0,0.0,0.0
1993-08-03,25.37563771671719,25.446027835210163,25.252455009354485,25.340442657470703,81600,0.0,0.0,0.0
1993-08-04,25.340442657470703,25.393235246340435,25.27005253897773,25.340442657470703,434000,0.0,0.0,0.0
1993-08-05,25.34044938694709,25.34044938694709,25.252461715464634,25.287656784057617,36800,0.0,0.0,0.0
1993-08-06,25.358034788692386,25.37563231456934,25.287644685184567,25.322839736938477,402300,0.0,0.0,0.0
1993-08-09,25.39323103271358,25.53401124633916,25.34043845260399,25.463621139526367,828200,0.0,0.0,0.0
1993-08-10,25.446023941040043,25.46362146797022,25.410828887179683,25.44602394104004,604900,0.0,0.0,0.0
1993-08-11,25.42842641410986,25.516414048760762,25.42842641410986,25.44602394104004,542200,0.0,0.0,0.0
1993-08-12,25.516407698103524,25.516407698103524,25.287639904948115,25.375627517700195,303700,0.0,0.0,0.0
1993-08-13,25.393241546821066,25.428436614800027,25.393241546821066,25.410839080810547,103500,0.0,0.0,0.0
1993-08-16,25.428409267719786,25.62198193342561,25.428409267719786,25.551591873168945,241800,0.0,0.0,0.0
1993-08-17,25.534021274145122,25.639606475830078,25.534021274145122,25.639606475830078,369300,0.0,0.0,0.0
1993-08-18,25.72759146836837,25.83317665907303,25.70999393658426,25.780384063720703,414300,0.0,0.0,0.0
1993-08-19,25.79798159550481,25.79798159550481,25.745189000152482,25.780384063720703,28500,0.0,0.0,0.0
1993-08-20,25.72758352740237,25.7979736328125,25.709986001049838,25.7979736328125,80700,0.0,0.0,0.0
1993-08-23,25.69240658721611,25.762796742249577,25.69240658721611,25.74519920349121,15600,0.0,0.0,0.0
1993-08-24,25.745191931321543,26.026752471923828,25.745191931321543,26.026752471923828,273400,0.0,0.0,0.0
1993-08-25,26.026742606549647,26.149925296371045,25.991547552314962,26.044340133666992,242300,0.0,0.0,0.0
1993-08-26,26.061950683593746,26.202730970878523,25.95636546813017,26.06195068359375,120000,0.0,0.0,0.0
1993-08-27,25.991547552314962,26.04434013366699,25.991547552314962,26.044340133666992,25700,0.0,0.0,0.0
1993-08-30,26.061929992840074,26.185112646418656,26.061929992840074,26.149917602539062,183500,0.0,0.0,0.0
1993-08-31,26.132311187334512,26.220298767089847,26.097116155432378,26.220298767089844,66500,0.0,0.0,0.0
1993-09-01,26.13231372448706,26.237898830444585,26.13231372448706,26.18510627746582,136500,0.0,0.0,0.0
1993-09-02,26.202737953561588,26.237933034761802,26.079555169360827,26.097152709960938,472400,0.0,0.0,0.0
1993-09-03,26.07952816081497,26.149918250317842,26.044333116063534,26.114723205566406,630500,0.0,0.0,0.0
1993-09-07,26.114739908453892,26.149934975715958,25.90356950488149,25.938764572143555,196400,0.0,0.0,0.0
1993-09-08,25.938739459801887,25.938739459801887,25.674776710889386,25.850751876831055,269900,0.0,0.0,0.0
1993-09-09,25.74519426408021,25.921169617901676,25.74519426408021,25.90357208251953,239200,0.0,0.0,0.0
1993-09-10,25.973944600423174,26.149919834843388,25.938749553539132,26.132322311401367,106500,0.0,0.0,0.0
1993-09-13,26.220307690298252,26.220307690298252,26.149917602539062,26.149917602539062,66900,0.0,0.0,0.0
1993-09-14,26.079535187901676,26.079535187901676,25.95635249808028,26.044340133666992,184500,0.0,0.0,0.0
1993-09-15,25.93874798180922,26.132320727942126,25.85076036993063,26.114723205566406,101000,0.0,0.0,0.0
1993-09-16,26.079539671963705,26.09713720210673,25.991552021248577,26.0091495513916,54300,0.0,0.0,0.0
1993-09-17,25.99412978459836,26.011836957476152,25.923301093087193,25.958715438842773,200900,0.286,0.0,0.0
1993-09-20,25.994137293042968,26.047258827020578,25.746236801147464,25.74623680114746,57800,0.0,0.0,0.0
1993-09-21,25.78164407481318,25.81705842106979,25.392086265990454,25.65769386291504,318200,0.0,0.0,0.0
1993-09-22,25.746205240467656,25.905569647045517,25.7107909278948,25.870155334472656,439700,0.0,0.0,0.0
1993-09-23,25.94099880319781,26.029534635290634,25.90558447036068,26.01182746887207,88500,0.0,0.0,0.0
1993-09-24,25.976429598811542,25.994136776452176,25.905600888249,25.941015243530273,53500,0.0,0.0,0.0
1993-09-27,26.1357969120497,26.22433280944824,26.1357969120497,26.224332809448242,274600,0.0,0.0,0.0
1993-09-28,26.24203231047552,26.24203231047552,26.153496438982685,26.17120361328125,158300,0.0,0.0,0.0
1993-09-29,26.17120035020009,26.24202903856328,26.047250145564497,26.082664489746094,221000,0.0,0.0,0.0
1993-09-30,26.082654882937064,26.135776379643655,25.976411889523877,26.02953338623047,99300,0.0,0.0,0.0
1993-10-01,25.99412364094501,26.18890249656517,25.958709303559527,26.153488159179688,22700,0.0,0.0,0.0
1993-10-04,26.188915252685547,26.188915252685547,26.118086543415266,26.188915252685547,1038500,0.0,0.0,0.0
1993-10-05,26.242024002643394,26.242024002643394,26.064952315715978,26.153488159179688,436500,0.0,0.0,0.0
1993-10-06,26.17120995043416,26.277453021951484,26.13579559326172,26.13579559326172,209200,0.0,0.0,0.0
1993-10-07,26.171215015908945,26.171215015908945,26.047264741814654,26.064971923828125,59400,0.0,0.0,0.0
1993-10-08,26.135792389330096,26.15349956574563,25.905599095928135,26.100378036499023,54400,0.0,0.0,0.0
1993-10-11,26.153488159179684,26.20660966525791,26.153488159179684,26.153488159179688,467100,0.0,0.0,0.0
1993-10-12,26.188915252685547,26.206622430003115,26.171208075367975,26.188915252685547,26200,0.0,0.0,0.0
1993-10-13,26.206622430003115,26.206622430003115,26.153500898050407,26.188915252685547,139100,0.0,0.0,0.0
1993-10-14,26.29515916546769,26.525352478027344,26.224330453910877,26.525352478027344,108100,0.0,0.0,0.0
1993-10-15,26.649311706522706,26.720140441955323,26.578482971090086,26.66701889038086,1502500,0.0,0.0,0.0
1993-10-18,26.64929767105773,26.64929767105773,26.56076179839641,26.596176147460938,722400,0.0,0.0,0.0
1993-10-19,26.5607469278562,26.613868421711913,26.401382446289062,26.401382446289062,880100,0.0,0.0,0.0
1993-10-20,26.489925325755216,26.489925325755216,26.383682309742827,26.436803817749023,230400,0.0,0.0,0.0
1993-10-21,26.454503940144775,26.454503940144775,26.36596811705192,26.401382446289062,56200,0.0,0.0,0.0
1993-10-22,26.436803640381022,26.543046655680612,26.27743911743164,26.27743911743164,390700,0.0,0.0,0.0
1993-10-25,26.2951393858079,26.38367520865574,26.22431072752963,26.3482608795166,114500,0.0,0.0,0.0
1993-10-26,26.330568313598633,26.34827548798572,26.2420324416632,26.330568313598633,186200,0.0,0.0,0.0
1993-10-27,26.2951393858079,26.36596804408617,26.2951393858079,26.3482608795166,118400,0.0,0.0,0.0
1993-10-28,26.383678634775887,26.61387180407259,26.383678634775887,26.54304313659668,129600,0.0,0.0,0.0
1993-10-29,26.525335969727703,26.560750303465657,26.507628802858726,26.54304313659668,80700,0.0,0.0,0.0
1993-11-01,26.507633323441006,26.631583512662175,26.507633323441006,26.613876342773438,36400,0.0,0.0,0.0
1993-11-02,26.578468972928675,26.63159049652547,26.43681157667056,26.596176147460938,262100,0.0,0.0,0.0
1993-11-03,26.578479635659217,26.578479635659217,26.13580009475883,26.259750366210938,479100,0.0,0.0,0.0
1993-11-04,26.259736108552378,26.259736108552378,25.95871418417922,25.976421356201172,130400,0.0,0.0,0.0
1993-11-05,25.905599095928135,26.100378036499023,25.799356037434926,26.100378036499023,363200,0.0,0.0,0.0
1993-11-08,26.118088414675498,26.206624307606603,26.047259700330617,26.13579559326172,367600,0.0,0.0,0.0
1993-11-09,26.312852677414362,26.330559846107104,26.135780990486943,26.153488159179688,246900,0.0,0.0,0.0
1993-11-10,26.15348206925136,26.3482608795166,26.082653410973087,26.3482608795166,46500,0.0,0.0,0.0
1993-11-11,26.34826779429803,26.419096471164426,26.25973194821504,26.27743911743164,88900,0.0,0.0,0.0
1993-11-12,26.33055378781478,26.489918269381917,26.312846623196208,26.401382446289062,108200,0.0,0.0,0.0
1993-11-15,26.454503278284264,26.454503278284264,26.312845964879795,26.38367462158203,243300,0.0,0.0,0.0
1993-11-16,26.436814041239625,26.525349922154692,26.33057098414154,26.50764274597168,492600,0.0,0.0,0.0
1993-11-17,26.52534854035797,26.52534854035797,26.295155261970354,26.365983963012695,39600,0.0,0.0,0.0
1993-11-18,26.33055937153723,26.38368087665802,26.224316361295656,26.29514503479004,240800,0.0,0.0,0.0
1993-11-19,26.206618655226652,26.277447354294832,26.188911480459605,26.242033004760742,106000,0.0,0.0,0.0
1993-11-22,26.17120035020009,26.188907522290886,25.994128629292103,26.082664489746094,165300,0.0,0.0,0.0
1993-11-23,26.22433280944824,26.24203998892795,26.082675373610574,26.224332809448242,89700,0.0,0.0,0.0
1993-11-24,26.295153964824458,26.34827548798572,26.259739616050283,26.330568313598633,77200,0.0,0.0,0.0
1993-11-26,26.401382373225307,26.401382373225307,26.330553714947037,26.3482608795166,1019800,0.0,0.0,0.0
1993-11-29,26.419104752431192,26.472226276732325,26.242033004760742,26.242033004760742,517500,0.0,0.0,0.0
1993-11-30,26.22433600293891,26.383700637663047,26.206628821302893,26.259750366210938,230000,0.0,0.0,0.0
1993-12-01,26.401388045031617,26.41909521340521,26.29514503479004,26.29514503479004,379200,0.0,0.0,0.0
1993-12-02,26.348276787752113,26.383691138273285,26.295155261970354,26.365983963012695,352000,0.0,0.0,0.0
1993-12-03,26.348269275678042,26.47221946716309,26.348269275678042,26.472219467163086,306000,0.0,0.0,0.0
1993-12-06,26.50763516998291,26.596171025594074,26.50763516998291,26.56075668334961,99500,0.0,0.0,0.0
1993-12-07,26.560750303465657,26.578457470334634,26.507628802858726,26.54304313659668,88800,0.0,0.0,0.0
1993-12-08,26.54304313659668,26.54304313659668,26.507628802858726,26.54304313659668,146700,0.0,0.0,0.0
1993-12-09,26.54304749132639,26.578461830874524,26.41909730290792,26.454511642456055,416500,0.0,0.0,0.0
1993-12-10,26.472211104763346,26.472211104763346,26.34826095243335,26.401382446289062,412900,0.0,0.0,0.0
1993-12-13,26.40139214324951,26.560756683349606,26.365977801005045,26.56075668334961,273200,0.0,0.0,0.0
1993-12-14,26.57847006613973,26.57847006613973,26.3659839630127,26.365983963012695,41900,0.0,0.0,0.0
1993-12-15,26.401397011146983,26.419104185534067,26.330568313598633,26.330568313598633,82600,0.0,0.0,0.0
1993-12-16,26.43680507056515,26.43680507056515,26.38368356004158,26.419097900390625,78200,0.0,0.0,0.0
1993-12-17,26.475135777620665,26.582106023186807,26.45730740335964,26.56427764892578,104700,0.317,0.0,0.0
1993-12-20,26.54646182763353,26.617775358399502,26.528633444942034,26.599946975708008,68800,0.0,0.0,0.0
1993-12-21,26.564292189412736,26.564292189412736,26.475150269314035,26.510807037353516,205700,0.0,0.0,0.0
1993-12-22,26.582122324941633,26.70692102130286,26.528637169358248,26.6890926361084,410300,0.0,0.0,0.0
1993-12-23,26.671253204345703,26.72473833777688,26.63559644872492,26.671253204345703,533800,0.0,0.0,0.0
1993-12-27,26.671261483050404,26.813888549804688,26.671261483050404,26.813888549804688,447100,0.0,0.0,0.0
1993-12-28,26.79605327573294,26.885195169531123,26.778224896973306,26.867366790771484,880600,0.0,0.0,0.0
1993-12-29,26.88520933132235,26.903037719473097,26.813895778719374,26.831724166870117,266700,0.0,0.0,0.0
1993-12-30,26.813892448481283,26.813892448481283,26.67126536098936,26.724750518798828,219900,0.0,0.0,0.0
1993-12-31,26.778217750615838,26.81387449861932,26.56427726259494,26.58210563659668,312900,0.0,0.0,0.0
1994-01-03,26.582120573432476,26.617777341471957,26.475150269314035,26.510807037353516,960900,0.0,0.0,0.0
1994-01-04,26.546455726955692,26.617769241333008,26.510798969767034,26.617769241333008,164300,0.0,0.0,0.0
1994-01-05,26.653424826535314,26.689081582156096,26.546454559672963,26.671253204345703,710900,0.0,0.0,0.0
1994-01-06,26.706909959966488,26.72473833777688,26.63559644872492,26.671253204345703,201000,0.0,0.0,0.0
1994-01-07,26.724753837965654,26.849552555020864,26.653440285362677,26.831724166870117,775500,0.0,0.0,0.0
1994-01-10,26.86738324681944,27.152637481689453,26.796069688101934,27.152637481689453,593700,0.0,0.0,0.0
1994-01-11,27.134814119338987,27.134814119338987,27.01001536846161,27.099157333374023,295200,0.0,0.0,0.0
1994-01-12,27.116972441720492,27.116972441720492,26.920860214988785,27.01000213623047,158400,0.0,0.0,0.0
1994-01-13,26.938688278198246,26.99217343030585,26.903031510126507,26.938688278198242,244300,0.0,0.0,0.0
1994-01-14,27.02784116439467,27.09915472947223,27.02784116439467,27.045669555664062,137200,0.0,0.0,0.0
1994-01-17,27.04566955566406,27.08132633820284,26.992184381855893,27.045669555664062,17700,0.0,0.0,0.0
1994-01-18,27.081327438354496,27.116984222341795,27.027842262373543,27.081327438354492,166400,0.0,0.0,0.0
1994-01-19,27.045658904727144,27.081315673223816,26.95651698348546,27.01000213623047,200800,0.0,0.0,0.0
1994-01-20,27.045670654367193,27.099155830348145,27.027842262373543,27.081327438354492,281100,0.0,0.0,0.0
1994-01-21,27.11698926658932,27.11698926658932,27.010018894729008,27.027847290039062,85600,0.0,0.0,0.0
1994-01-24,27.010004125683515,27.134802824614066,26.920862197875977,26.920862197875977,373800,0.0,0.0,0.0
1994-01-25,26.938690583437484,26.956518968998992,26.867377041191457,26.920862197875977,310400,0.0,0.0,0.0
1994-01-26,26.920872024374876,27.01001398472049,26.885215240236633,26.992185592651367,145100,0.0,0.0,0.0
1994-01-27,27.045663254423292,27.27743228692659,27.01000648019202,27.241775512695312,344500,0.0,0.0,0.0
1994-01-28,27.348751874878882,27.40223704803706,27.313095092773434,27.313095092773438,356500,0.0,0.0,0.0
1994-01-31,27.42005341159625,27.562680477456308,27.384396645131236,27.50919532775879,313800,0.0,0.0,0.0
1994-02-01,27.473543652960068,27.473543652960068,27.330916560666957,27.366573333740234,303600,0.0,0.0,0.0
1994-02-02,27.455711290674305,27.544853210449222,27.43788290671932,27.54485321044922,307600,0.0,0.0,0.0
